gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges
-0.18132326,0.00051300565,0.12881044,0.016478349,0.005998625,-0.002596392,-0.3957877,-0.099501096,0.015418035,0.028042281,0.05701275,-0.08123667,-0.03174632,-0.05935125,-2.2181683,-0.35955372,-0.62009674,-1.8519645,-0.16315643
0.17529859,-0.01048365,-0.008482036,0.030682016,-0.5726259,0.0025354368,0.12151968,0.10212978,0.08092577,0.064048156,-0.071682155,0.13694447,0.14661658,0.19772488,-0.8900856,-0.48996928,-0.5628114,0.13544731,-0.13955504
0.04152019,0.024924144,-0.1228505,0.014190937,-0.577181,-0.013817207,0.20886326,0.25352976,0.2390704,-0.117172986,-0.029479815,0.22248244,0.14190915,0.13346794,0.456292,0.11869582,-0.23834652,0.52646226,0.15346894
-0.21267289,-0.028210642,-0.08009158,0.08088248,0.25939602,0.0024711622,-0.34036958,0.196921,-0.37518847,0.11955175,-0.016930496,-0.50917536,0.15270992,-0.009658435,0.38166684,0.019750275,0.0013851805,0.84300137,0.19755661
-0.044096142,-0.037013028,-0.08635355,-0.35326445,-0.77630335,0.0063350014,0.0953112,0.096800625,-0.22531296,-0.1552367,-0.09112183,-0.1351751,0.033729985,0.040489443,-2.1343277,-0.10370819,-0.2414248,-0.105351105,0.11140172
-0.1324458,-0.042846523,-0.062614255,0.046502545,-0.769463,-0.009835117,-0.31027454,-0.07111026,-0.08248419,0.020396028,0.092970684,-0.12368541,0.0614725,-0.30553737,-0.9968825,-0.08818351,-0.4276272,-1.1203685,-0.24282722
0.17042719,-0.017081246,0.01693936,-0.13758643,-1.5954816,-0.012499569,-0.0123510705,0.11363515,-0.71187603,0.44046423,0.021415127,0.067961134,0.08618449,0.10328815,-1.4557958,-0.33000597,-0.029718924,0.42707983,0.47598588
0.053885996,-0.011690595,-0.054060474,-0.06072097,0.04380274,-0.0023159322,-0.19098802,-0.36802477,0.10645312,0.020617353,-0.15712197,-0.1170146,-0.018617645,0.04026475,0.42810404,-0.25971997,-0.55043805,-0.13104476,-0.12589565
-0.029793836,-0.02783774,-0.05125589,0.030570852,-0.13773558,-0.0057142447,-0.46228784,0.23383498,0.13803674,-0.07589941,-0.10544268,0.16352676,-0.2383873,-0.07109263,0.6106937,0.11767761,-0.08331737,0.0078808535,-0.16826272
0.04029251,0.31336468,-0.033907432,0.07400757,1.0227038,0.16286205,0.57292014,-0.3610679,0.22979715,0.06225597,-0.0048276917,0.24244675,-0.10370262,0.188173,0.6645811,0.11766562,0.05128653,-0.06264201,0.33168346
-0.19216564,0.022302844,0.0079155695,0.023524411,0.10817796,-0.014992528,-0.37142727,-0.07789492,0.0143283205,-0.012852214,0.05200075,-0.033021495,0.042814203,-0.26018876,-1.0967923,-0.03456103,0.02031374,-0.5470319,-0.27034104
-0.07896532,-0.06489511,-0.048800156,0.07669092,1.2267524,-0.016977418,-0.15589747,0.020796226,-0.023985233,0.012830594,0.13605802,-0.15024166,0.03239978,-0.0080341995,0.61339986,-0.3282838,0.011381716,-0.2818952,0.2051109
-0.09050815,-0.073953606,-0.116152436,0.027257781,-0.6543638,-0.010501441,-0.0030209306,-0.37751517,0.11150531,-0.068026505,-0.007919107,-0.33134466,0.013468254,0.032810017,-1.9858849,0.014716629,-0.2556345,-0.2708563,-0.43315357
-0.21982576,-0.04001947,0.010512408,-0.18939567,-0.50704336,-0.010683932,-0.15215717,-0.26744327,-0.12918504,-0.03839286,0.06811796,-0.37076005,0.036820557,0.03476879,0.29389018,-0.0658176,-0.19823946,-0.02230954,-0.005392163
0.0069675744,-0.005480102,-0.052013,0.003471322,-0.33798435,-0.08636924,0.04548046,-0.5641998,-0.48059782,-0.001547875,0.042682357,0.16889235,-0.015007816,-0.081286296,0.48997447,0.019368276,-0.55053544,-0.05325511,-0.22058998
0.15415817,-0.009068591,0.03453443,-0.2915933,-0.6244918,-0.011661529,0.18971343,0.25828034,0.22515741,-0.23291357,-0.040133778,0.17900068,0.09252541,0.028761428,0.59493744,0.16148196,0.005212116,0.56757885,-0.13666612
0.12453168,-0.07183378,0.024548195,-0.20189282,0.824979,0.12818617,0.40351328,-0.4109767,0.16564783,-0.26830667,-0.041476868,0.182772,-0.04942693,-0.04748973,0.59136003,-0.42516705,-0.06405142,-0.30518422,0.17775345
-0.111331664,-0.057709277,0.012195258,0.009502155,-2.1831827,-0.021744533,0.11494252,-0.34215373,-0.40398526,-0.12758525,-0.12034039,-0.3880315,0.028535457,-0.032539565,-1.863582,-0.033439048,-0.26344466,-0.5299455,-0.19619602
-0.022473643,-0.05655611,-0.065027446,-0.017145015,0.006040003,-0.027291367,-0.17634533,-0.58640033,0.21287279,0.11424814,-0.02981203,0.19337857,0.04275645,0.01939425,0.4028746,0.08504723,-0.23802818,-0.13779013,0.23777534
0.05320628,0.050656945,0.0045043286,0.0057959766,-1.5639303,-0.013049314,0.1436602,0.020214375,-0.37943706,-0.19329996,-0.13574535,-0.34736958,-0.13094223,0.0119820135,-1.8157418,-0.0051403753,-0.23595196,-0.13494542,-0.3365662
-0.24376859,0.030580088,-0.32366863,0.02764861,0.4527736,-0.010283354,-0.43521854,0.20438872,0.12353024,0.09503004,-0.03900853,0.11053336,0.09863962,0.160017,0.57539064,0.08946778,-0.9281605,0.16583042,-0.05524265
-0.014263584,-0.031152776,-0.012375207,-0.15925685,-0.64276594,-0.0009601031,-0.04880633,-0.23858187,-0.34060848,0.13401361,0.0005766144,-0.17649722,-0.15219069,-0.05015451,-0.9216412,-0.103428915,-0.27564836,-0.19923988,-0.1362219
-0.10295221,-0.034283638,-0.120650455,0.008713054,0.77571577,-0.043255668,-0.24132277,0.0006029275,-0.14087509,0.025971415,0.10945622,-0.1629614,0.023267793,-0.071869135,0.57428235,-0.17804246,-0.80101466,-0.8214027,-0.33216017
0.015713869,0.079170525,-0.11772652,0.008831989,0.93076247,-0.07992692,-0.19646768,-0.23538674,0.17978139,0.10918124,0.0024280231,0.1954163,-0.1313917,-0.022370743,0.60076773,-0.39718163,-0.8151124,-0.050846614,-0.23494703
-0.23356953,-0.019781549,0.04567658,-0.1683132,-2.2805343,-0.01393838,-0.014208223,0.052328765,-0.40776938,-0.17004535,0.039655227,-0.22762772,0.046096522,-0.030329058,-2.0864375,-0.24640982,-0.3158961,0.41126537,-0.29191515
-0.07391391,0.020759307,-0.048215386,0.022098867,0.3145376,-0.003993572,-0.22210331,0.15767819,0.22818832,0.07935358,0.01890096,0.16291419,-0.062176738,-0.019105965,0.7161454,0.10070812,0.054164633,-0.17378984,-0.0049769147
0.103179425,-0.011679955,-0.06459234,0.014990862,-0.60291386,-0.0070620305,-0.33029705,0.16270944,0.073186204,-0.07436475,-0.19383255,0.15225802,-0.017932361,-0.045016054,0.55018085,0.05087073,-0.57901955,-0.05390891,-0.4622782
-0.04283886,-0.0695944,-0.09046475,0.10595322,-0.7996388,-0.010533443,0.1523195,0.2492181,0.29359746,-0.25347307,0.10477114,0.14742155,0.14469117,0.060239613,0.4901306,0.14472117,-0.017139649,-0.08521308,-0.44140124
-0.016232986,0.010727136,-0.106575,0.057818215,0.4610181,-0.0083675785,0.19696297,0.28020123,0.10131345,0.058737,-0.0192623,0.11866068,0.16691092,0.21451731,0.619525,0.19289103,-0.45226058,1.2779863,0.4299234
0.050963804,-0.017417967,-0.026121382,-0.22272117,-0.09036255,-0.00021200601,-0.15585755,-0.15385285,0.27518353,-0.29562923,-0.05873438,0.08893684,-0.08127175,-0.15711927,-0.8573305,-0.27092037,-0.39261544,-0.42953727,-0.18770263
-0.059437722,-0.08032686,-0.07083754,-0.30460355,-0.7463348,-0.011462074,-0.010310365,-0.31458342,-0.3900305,-0.16484985,-0.01642884,0.1355783,-0.029147856,-0.02719847,-1.7334148,0.022647902,-0.12686361,-0.1821975,0.23812969
0.08403309,-0.010642418,0.04264375,-0.08044329,-0.026045678,0.00651232,-0.40912604,-0.0885444,-0.095098495,0.020548575,0.06103652,-0.0068208375,0.046899077,-0.23227352,-1.1091423,-0.19650486,-0.34668827,-0.826142,-0.29878744
-0.06326791,-0.094905384,-0.050170656,0.0047845333,-1.012244,-0.0036124298,-0.031513263,-0.15249062,-0.3751596,-0.1105945,-0.08056004,-0.34802157,0.063843444,0.09341686,-1.6647226,-0.039113075,-0.16507515,0.07514756,0.07321434
-0.079831004,-0.018928837,-0.02468411,0.06674976,0.17664999,-0.019900993,0.042182766,-0.5146899,-0.40931156,-0.14551806,0.0058850558,-0.2681015,0.017691923,-0.01836218,0.535111,0.037141524,0.06822506,-0.46116528,0.006433354
-0.14883907,-0.040286835,-0.08924141,0.007534671,-0.93293023,-0.008780574,0.1572086,0.23835616,0.25966382,0.025738392,-0.011798627,0.19544351,-0.06251214,0.06460304,0.58211374,0.08519698,0.07044967,0.21982664,-0.48748732
0.0375906,-0.04256609,0.040140063,0.056160115,0.3716444,-0.01526227,-0.097469,-0.14898291,0.15625612,-0.35516906,-0.046554018,0.16665997,-0.07796006,-0.016650522,0.5310548,-0.48401767,-0.45493045,-0.12724231,0.034715705
-0.048166517,-0.023163024,0.029578866,0.04157513,0.16339998,-0.0057619056,-0.2510937,0.1670288,0.22392705,0.091731995,0.028033253,0.06992339,0.022288507,-0.12606572,0.7435293,0.10444363,-0.017648935,-0.07908672,0.17619139
-0.040697325,-0.05831276,-0.1268496,0.030294426,-0.58812535,-0.0015681199,-0.042136177,-0.29650998,-0.36906222,0.103847906,0.12348908,-0.2761138,0.07573329,0.016086606,-1.8514692,-0.017884362,-0.31402755,-0.2839205,-0.25561917
-0.012462348,-0.049981628,0.0017419979,-0.30776292,-0.957369,0.004339105,0.07530834,-0.26338822,-0.32700622,0.123946756,-0.057080574,-0.29128984,-0.004598374,-0.00966216,-1.7685837,-0.023436591,-0.1420109,-0.4227694,-0.44193137
-0.1548962,0.0695901,-0.0005877757,0.07438367,-0.86408484,-0.009225074,0.098872475,0.23845056,0.21698718,-0.16952369,-0.015010449,0.106017314,-0.010194617,-0.11333694,0.6111336,0.11932796,-0.039521415,-0.15725781,-0.6523188
0.22921735,-0.02808746,-0.06727013,0.041938674,0.07152993,-0.001881819,-0.28807506,0.2693783,-0.15149403,-0.13291447,0.035437446,0.100678995,0.0044101668,0.02072093,0.62286705,0.15677555,-0.2948859,0.8447489,0.014633647
0.15178886,0.22520469,-0.06135651,0.084350154,-0.22005379,-0.01680635,-0.08070253,-0.6299377,-0.23181781,-0.033122066,0.072830364,-0.34732217,0.028458374,-0.095742635,0.44385755,-0.024022048,-0.31103083,-0.3832744,-0.35955918
0.08259675,0.06532648,0.012039862,0.042754453,0.29383984,-0.0032825486,0.2182304,0.26812494,0.19302945,-0.12157258,0.06016077,0.043984078,-0.04018035,-0.1938259,0.7378737,0.14295024,-0.41599995,0.18295774,0.028291684
-0.1712275,0.22487025,-0.03166899,-0.21310218,-1.2462958,0.0027566936,-0.10908748,-0.19508252,-0.20419085,-0.048195012,-0.15768169,-0.40176448,-0.14385256,0.12707467,-0.48694462,-0.0611466,-0.079628915,0.025498956,-0.3846042
0.011123837,0.102777384,0.0018030998,0.090592496,-0.13065937,-0.017647408,0.20608655,0.24630207,0.14318043,0.115921795,0.019700537,0.19017643,0.15629606,0.06331275,0.6061968,0.16167341,0.030835252,0.22451925,-0.37588796
-0.096312955,-0.04247614,-0.030556206,-0.16737229,-1.2214155,0.0022163307,0.12743834,0.14472887,-0.38741988,0.111491695,-0.019372582,0.12977473,0.0899715,0.11754205,-0.79787195,0.101302825,-0.17507377,0.60706484,0.31581926
0.24778338,-0.026373744,0.0158699,-0.7738852,-0.6042604,0.0029464012,0.13648099,0.12590912,0.26224697,-0.18098977,0.0012856065,-0.40141404,0.15011495,0.0687192,-0.8082193,-0.034670644,0.04737225,0.22718784,0.1087313
0.08555451,-0.015185712,-0.035874028,-0.30030257,-0.46979058,-0.02089065,0.20130974,0.01599023,-0.0008921558,0.045565154,0.10248927,-0.06154981,0.0006837854,-0.143388,-2.0100548,-0.31782502,-0.26092082,-0.8233194,-0.33907926
-0.2474044,-0.019457221,0.07595312,0.03915878,-2.7958746,-0.006744765,0.11644997,0.12132797,0.27095997,0.36926088,-0.034983724,-0.1868526,0.09937616,0.040465977,-1.6574794,0.10467124,-0.44504765,0.47141132,0.535264
-0.33918023,-0.01307495,0.0387951,-0.0025829691,-0.9175876,-0.019793294,0.17770436,0.2787632,0.18794584,0.027570594,-0.00807349,0.14896789,0.11671643,0.0072143236,0.56044906,0.14848162,0.01644337,0.066139705,-0.3520444
-0.055600908,-0.0022511834,-0.10856919,0.036785748,-1.8445182,-0.009682133,0.05280418,0.15840448,0.27971417,-0.08884495,0.014627917,0.25866595,0.17390074,-0.14945455,0.47866106,0.076227054,-0.7300235,-0.20939033,-0.21311001
0.01685648,-0.039915416,0.0898784,0.045804057,-1.8256605,0.13312164,0.45751408,-0.13538833,-0.48328817,0.0600669,0.0025037143,0.21807605,0.025278747,-0.12113711,-1.9177274,-0.18285961,-0.61359453,0.052648325,-0.2259647
-0.11773971,-0.009451195,-0.08363793,-0.20508881,-0.04962274,-0.008754054,-0.16599748,-0.12871978,0.20945594,-0.0034380755,-0.21146858,-0.271047,-0.033629097,-0.090300605,-0.8528436,0.018207189,-0.1718199,0.1026261,-0.23637372
0.07457809,-0.058550525,-0.044899434,0.05737089,0.38101974,-0.00746506,0.15406725,0.1901925,0.13394095,0.13774349,-0.013018217,0.11276451,0.14134394,0.049590297,0.60702443,-0.6568679,-0.040875975,0.5514509,0.13766575
0.106387444,-0.025111845,0.00070415536,0.032914076,0.16779192,-0.011066549,-0.29368722,-0.51242703,0.1420783,-0.25497726,0.002185955,-0.47522214,-0.06704495,-0.100503206,0.5332832,0.1050553,-0.04641011,-0.38113904,-0.0497789
0.023225795,-0.009435644,-0.0056831413,0.0071648774,-0.47782832,-0.010492168,0.06429765,0.08089727,0.17308567,-0.096004725,-0.031814024,0.12365361,-0.04961799,-0.17959212,-1.256595,0.02564524,0.22767006,0.052673843,-0.47262803
-0.048688788,-0.04668843,0.016573016,0.033705547,-0.37778378,-0.0008741683,-0.033205923,-0.26576596,0.20356451,0.029665109,-0.04868607,-0.24381253,0.15952747,-0.12354141,-2.1291375,-0.2416493,-0.2008143,-0.007352419,0.28489468
-0.0023257753,-0.008849091,-0.051990405,-0.108441256,-0.7948829,-0.024105376,-0.3236996,0.022808988,-0.027915573,0.04832587,0.09211203,-0.074579686,0.06543014,-0.10135804,-2.0925536,-0.008791307,0.18723717,-0.82110184,-0.33455914
-0.11046797,-0.055565402,-0.17250516,0.027388243,-0.05190049,-0.00018729846,-0.15431423,0.19885485,-0.896152,0.010115555,0.04731968,0.08354593,-0.17830177,-0.047184907,0.5681404,0.11954925,-0.6165863,-0.150566,-0.021174673
-0.11084345,-0.04629978,-0.038685355,0.039473575,0.73154664,-0.019260459,-0.11631092,-0.35714552,0.17096741,0.07206668,0.0035130344,-0.94097424,-0.09597107,0.028312718,0.52063894,-0.33195636,-0.29455197,-0.29559118,-0.3513415
-0.10537989,-0.021164954,0.042210087,-0.15609685,-0.73545986,-0.00151022,-0.3607167,-0.019256976,-0.13362345,0.03865893,0.057169955,-0.16037309,0.04276408,-0.3095386,-1.0762328,-0.060519233,-0.056533255,-1.4724048,-0.04352205
0.1809641,0.05335877,-0.027181279,-0.29248092,-0.82482266,0.005469908,0.06445553,0.06902803,-0.34313115,0.46001005,-0.0930491,-0.36681163,0.115691006,0.0923835,-1.3571932,-0.0068567237,-0.23892543,0.38448736,0.24930191
-0.13206796,-0.0034639663,0.034672096,-0.2862166,-1.1106508,-0.025960019,0.15009595,-0.013236813,-0.0637568,0.10679284,0.06989499,-0.17344822,0.05084853,-0.15372285,-2.1899538,-0.01176892,-0.5142466,-1.0787181,-0.3029716
0.14536229,-0.0064385515,-0.17215179,-0.14763767,0.4305073,0.0033798849,-0.07783956,-0.49815997,-0.56555647,0.039342586,0.022590319,-0.5467672,-0.019142494,-0.069173574,0.44953418,0.07163655,-0.44635612,-0.6755082,0.14502278
-0.22150075,0.16614285,-0.15683225,0.07772723,-0.6944795,0.0007998395,-0.036232095,0.124174595,-0.38614988,-0.118641116,-0.06883313,0.0041059363,0.0937973,0.10783735,-0.5865555,-0.48270354,-0.016039094,0.012753352,0.20817038
-0.11575856,-0.022632303,0.000632909,-0.022173943,-0.31151724,-0.027072996,-0.035245143,-0.24070804,0.111500084,-0.09864656,0.0392629,0.08327871,-0.042669434,0.103411056,-0.78009385,-0.3099428,-0.3735125,-0.021769771,0.05633816
-0.12923229,-0.04804503,-0.08189137,-0.06740648,0.020557828,-0.01358123,-0.049523044,-0.36581597,-0.5587167,-0.2016777,-0.073424235,0.0031428398,-0.03457721,-0.035641722,0.4721713,-0.28804335,-0.56547844,-0.12029062,-0.23329286
-0.09623724,0.17220841,-0.082096696,0.04485278,-0.5277097,-0.057704568,-0.16753548,-0.59227383,-0.5525722,-0.054297246,0.054878715,0.1429811,0.026420377,-0.06752542,0.4579321,0.057430178,-0.025276449,-0.20762683,0.13348642
-0.0026224025,-0.026447415,-0.0006004894,-0.31119537,-0.48867097,-0.022315316,0.13854304,-0.06362768,0.022822922,0.04100703,0.045829974,-0.096998364,0.009458237,-0.27550232,-1.2393943,0.041633457,-0.3192537,-0.93735343,-0.28862512
-0.041394245,-0.0070254267,-0.09545966,-0.453148,0.97374594,-0.0057401164,-0.13812235,0.19683799,0.22112139,0.0996924,0.020551007,0.15525684,0.018416638,-0.047180597,0.7528625,0.06474812,-0.0026424164,0.39374247,0.2854732
-0.22471936,-0.025518132,-0.057565834,-0.49281543,-0.14066869,-0.016687334,0.46731043,-0.50294113,-0.3300568,0.114718124,-0.015624671,0.0691537,0.025611578,0.034565642,0.5086642,-0.38557795,0.08085641,-0.3404696,-0.20834762
-0.033326708,0.01765866,0.06422219,0.0012715121,0.23540637,-0.006125584,-0.25715584,0.24789336,0.19783452,0.031660657,-0.059301686,0.15575716,-0.0809936,-0.167397,0.69748914,0.14420198,-0.57365596,-0.16492942,-0.015513886
-0.14772856,0.021069214,-0.10267685,0.06500653,-0.25215673,-0.0044153626,-0.35375994,0.18870662,0.10657009,-0.0445434,-0.11071024,-0.5762852,0.12894833,0.04686475,0.376912,0.017211538,-0.36367714,0.40406564,-0.37178987
-0.0072063915,-0.008883491,-0.034735464,0.0027107918,-0.77984893,-0.060238805,-0.38137498,0.029256238,-0.051440716,0.041355174,0.07928317,-0.16142264,0.020849964,-0.12230319,-2.1794157,-0.09405509,-0.09343452,-1.091958,-0.3622762
-0.32124916,-0.043708112,-0.11325789,0.105191514,0.29345444,-0.0041545215,0.35617623,0.24443692,0.14857076,-0.22083136,0.017285535,0.15244126,0.16505742,0.098165475,0.60857594,0.1996126,-0.61618406,0.9155179,0.12381066
-0.07083673,-0.02713666,-0.03192662,0.0087994,-0.37990385,-0.02670847,0.07081959,-0.41057807,-0.4387588,0.013614737,0.03608182,0.12996358,0.0076355687,-0.19220412,-1.0514933,-3.385474e-05,-0.51333714,-0.3444851,-0.15510541
-0.054774776,-0.016524652,-0.08999828,-0.091896765,-0.467174,-0.053844012,-0.3082443,0.018434582,-0.00707172,0.050221905,0.08377767,-0.08907823,0.025334785,-0.08576173,-2.1329079,-0.004160381,0.11898234,-0.9908572,0.09386953
0.042048983,-0.020447334,-0.060444772,-0.12975797,-0.6587652,-0.023111658,-0.41405314,0.025987478,-0.09746077,0.057341855,0.09750914,-0.18314034,0.010141778,-0.08367471,-2.4119198,0.07118795,-0.2278215,-0.93615234,-0.71917087
0.029170206,-0.043804597,-0.056794498,0.10015683,-0.835294,0.2283428,0.3564984,-0.43171763,0.2125518,0.04889789,0.0112108365,0.16881554,0.14209601,-0.13587269,0.42214608,-0.32691935,-0.7086983,-0.30427098,-0.31524196
-0.13367468,0.0050464645,0.06177961,-0.12587838,-0.69037986,-0.0078057675,-0.25273094,0.1388308,0.09543836,-0.09059972,-0.14370994,0.15254538,-0.10526107,-0.110379726,0.47471255,-0.54347897,-0.65760696,-0.008048209,-0.20741038
-0.14533067,0.04338554,-0.037937786,0.031506132,0.6601243,-0.0063942503,-0.27179873,0.13297027,0.18077448,0.049511082,0.05296776,-0.91590947,-0.104259305,0.028236656,0.61049545,-0.43593812,0.03439001,-0.46167767,0.0039300495
-0.021511037,-0.06111257,0.033342164,-0.11414366,-0.5914416,-0.0032419174,0.14879571,-0.35387504,-0.5209316,0.2894016,-0.075254075,-0.39398816,0.055098627,0.007908881,-1.5700276,-0.001399109,-0.64550114,0.007821008,-0.55485505
-0.27032113,-0.02547977,-0.12073213,0.035012394,-1.3864728,-0.0068204817,0.054265406,0.1879981,-0.60582036,-0.12060581,-0.13057417,0.10773738,0.109125294,0.056297395,0.3423331,0.057945985,-0.17118523,-0.24476416,-0.65266126
0.16736756,-0.016014667,-0.069699384,-0.019990243,-2.3995147,-0.021905394,0.10095214,0.11421476,0.46501312,-0.21019492,-0.057861105,0.21462648,0.1364352,0.086842075,-2.079013,0.10182704,-0.29292008,0.138565,0.5125068
-0.035463825,-0.013959512,-0.115726404,0.07237384,0.08289572,-0.0020108419,0.06797691,0.23797727,-0.650237,0.046928123,-0.0033202367,0.078288116,-0.10415456,-0.07335163,0.7053453,0.17867239,0.09777551,0.0715707,-0.015018753
-0.0753656,-0.017338637,0.035547033,-0.29529604,-1.4294041,-0.012706247,-0.08625628,-0.15848234,-0.4179965,-0.036293756,0.10395851,-0.26863876,0.007813565,-0.21976028,-0.67930883,-0.03314778,-0.11880794,-0.3222364,-0.16553451
-0.14458275,-0.05034108,-0.06655079,0.089098394,0.28674197,-0.005938497,-0.36900067,-0.055237878,-0.18684068,-0.007016982,0.07646757,-0.19157916,0.021753078,-0.03246594,0.49350792,-0.28832576,-0.395609,-0.7876074,-0.07233042
-0.012500562,-0.01118435,0.07845699,0.014598559,-0.3518468,-0.027756292,-0.22850408,0.0044819955,0.025916073,0.076130055,0.08747203,-0.061576996,0.051677488,-0.08188147,-1.8328013,0.01375765,-0.13544163,-0.8709283,0.27818337
-0.07257799,0.019242622,-0.0021646083,0.035267718,0.1328355,-0.013301104,-0.38686115,0.22742663,0.11364462,-0.11463222,0.06474247,0.17666996,0.14542197,0.050989814,0.6369864,0.14281623,-0.053010494,0.59121567,0.31480706
-0.0975274,-0.0650106,-0.049820475,0.0799031,1.1622845,-0.016977418,-0.15589747,0.020643389,-0.025751289,0.00051005173,0.13582492,-0.15024166,0.03239978,-0.009344128,0.5981967,-0.3528203,-0.015917681,-0.63671005,0.069527484
0.03527143,-0.05215555,0.037025977,0.053924788,0.82717043,-0.012547796,-0.19008139,0.011565901,-0.14934571,0.016008284,0.11573954,-0.15088712,0.0387544,0.009836957,0.6237177,-0.3650753,-0.12638539,-0.5822134,0.05766452
-0.061261818,0.0031559893,-0.028609756,-0.014182273,-0.43474415,-0.0040410245,-0.0776261,0.07984707,0.11651309,0.018411618,-0.049916312,-0.46320355,0.15780038,-0.3161813,-1.0622361,-0.51012635,-0.84833753,-0.04574164,-0.49279216
-0.17396468,0.19163755,0.054995358,0.03701641,-0.8955557,0.08567716,0.39739487,-0.12443681,0.12645815,-0.0463146,-0.05900105,0.17166618,0.09979935,-0.32205608,-1.0174007,-0.235894,-0.7888007,-0.39987692,-0.2908671
0.20844446,0.04912211,-0.06321045,0.04743676,-0.43114674,-0.001702827,0.07679864,0.15550005,0.21641059,-0.2127039,-0.057366144,-0.23477253,0.14982127,0.10003296,-1.6925033,0.023460329,-0.12149404,0.60006064,1.3828081
0.04140764,-0.07271426,-0.060397245,0.07107788,0.39260632,0.034011986,0.35404176,-0.28803962,0.2520362,0.07294002,-0.019167088,0.1773948,-0.13919781,-0.06659602,0.5577531,-0.61514807,-0.5227706,-0.5620498,-0.10870707
-0.37472677,0.018444188,0.04847981,-0.45030794,-2.141023,-0.01096333,0.087642685,0.11709747,-0.67465144,-0.17705022,-0.040451575,0.06130215,0.031081853,-0.022829134,-1.0327977,0.05570272,-0.03465111,0.16076007,-0.45507613
-0.17227174,-0.060357004,-0.13998891,0.080392055,-0.71629614,-0.023435798,0.31017107,-0.24725848,-0.59135526,-0.0044510476,-0.03067217,0.07606666,-0.1446245,-0.21295646,-1.1499025,-0.23033626,-0.64732766,-0.38874662,-0.24239752
0.14580166,-0.06463166,-0.05384086,-0.0036715479,-0.5639707,-0.0068746773,-0.009780531,0.09205561,0.24880458,0.07313013,-0.01452971,0.11248899,0.11884057,0.23660357,-0.8522137,-0.46493444,-0.20410016,0.18647484,-0.5279878
